id,tytul,cena,cena_poprzednia,lokalizacja,data_dodania,url,status
172,Iphone 14 - 128 GB,1400.0,,"Wrocław, Śródmieście",08-05-2026,https://www.olx.pl/d/oferta/iphone-14-128-gb-CID99-ID1ayo6Y.html?search_reason=search%7Cpromoted,nowe
173,Iphone 14 256GB,1250.0,,Żywiec,11-05-2026,https://www.olx.pl/d/oferta/iphone-14-256gb-CID99-ID1aAw0g.html?search_reason=search%7Cpromoted,nowe
174,Iphone 14 Biały z pudełkiem fakturą,820.0,,Wyszków,16-04-2026,https://www.olx.pl/d/oferta/iphone-14-bialy-z-pudelkiem-faktura-CID99-ID18NcGY.html?search_reason=search%7Corganic,nowe
175,Iphone 14 256g 85% purple stan idealny,1450.0,,"Wrocław, Fabryczna",12-05-2026,https://www.olx.pl/d/oferta/iphone-14-256g-85-purple-stan-idealny-CID99-ID17Qvx3.html?search_reason=search%7Corganic,nowe
176,iPhone 14 Pro Purple 128gb,1100.0,,Mstów,12-05-2026,https://www.olx.pl/d/oferta/iphone-14-pro-purple-128gb-CID99-ID1aBmHb.html?search_reason=search%7Corganic,nowe
177,Iphone 14 plus 128 GB,1500.0,,Bolesławiec,11-05-2026,https://www.olx.pl/d/oferta/iphone-14-plus-128-gb-CID99-ID1az8xu.html?search_reason=search%7Corganic,nowe
178,Iphone 14 pro 256gb,1799.0,,"Wrocław, Śródmieście",12-05-2026,https://www.olx.pl/d/oferta/iphone-14-pro-256gb-CID99-ID1aBx7Y.html?search_reason=search%7Corganic,nowe
179,Iphone 14 sprzedam!!!!,1400.0,,Iława,11-05-2026,https://www.olx.pl/d/oferta/iphone-14-sprzedam-CID99-ID1aAxNq.html?search_reason=search%7Corganic,nowe
180,Iphone 14 uzywany,1300.0,,Olsztyn,11-05-2026,https://www.olx.pl/d/oferta/iphone-14-uzywany-CID99-ID1a9s9t.html?search_reason=search%7Corganic,nowe
181,Iphone 14 pro space gray stan bardzo dobry,1950.0,,Zambrów,12-05-2026,https://www.olx.pl/d/oferta/iphone-14-pro-space-gray-stan-bardzo-dobry-CID99-ID1aBf6v.html?search_reason=search%7Corganic,nowe
182,Iphone 14 | 128GB | 86%,1000.0,,"Warszawa, Targówek",11-05-2026,https://www.olx.pl/d/oferta/iphone-14-128gb-86-CID99-ID1aAFTS.html?search_reason=search%7Cpromoted,nowe
183,iphone 14 stan idealny,1300.0,,Rzeszów,30-04-2026,https://www.olx.pl/d/oferta/iphone-14-stan-idealny-CID99-ID1ar8ei.html?search_reason=search%7Corganic,nowe
184,"Iphone 14, używany",1300.0,,Sierpc,27-04-2026,https://www.olx.pl/d/oferta/iphone-14-uzywany-CID99-ID1a0rje.html?search_reason=search%7Corganic,nowe
185,iPhone 14.,1350.0,,Szamotuły,03-05-2026,https://www.olx.pl/d/oferta/iphone-14-CID99-ID1atpIW.html?search_reason=search%7Corganic,nowe
186,Iphone 14 512 gb,1650.0,,Lublin,06-05-2026,https://www.olx.pl/d/oferta/iphone-14-512-gb-CID99-ID1av3ll.html?search_reason=search%7Corganic,nowe
187,Iphone 14 Pro Max bateria 78%,2100.0,,Nowy Sącz,01-05-2026,https://www.olx.pl/d/oferta/iphone-14-pro-max-bateria-78-CID99-ID1arJpx.html?search_reason=search%7Corganic,nowe
188,IPhone 14 Plus jak NOWY,1249.0,,Kalisz,28-04-2026,https://www.olx.pl/d/oferta/iphone-14-plus-jak-nowy-CID99-ID18APN5.html?search_reason=search%7Corganic,nowe
189,iphone 14 256gb,1100.0,,Nowe Miasteczko,27-04-2026,https://www.olx.pl/d/oferta/iphone-14-256gb-CID99-ID19QcMt.html?search_reason=search%7Corganic,nowe
190,etui iphone 14,159.0,,Tarnów,07-05-2026,https://www.olx.pl/d/oferta/etui-iphone-14-CID99-ID1axwwZ.html?search_reason=search%7Corganic,nowe
191,Sprzedam korpus do iphone 14,150.0,,Pszczyna,07-05-2026,https://www.olx.pl/d/oferta/sprzedam-korpus-do-iphone-14-CID99-ID18cM1w.html?search_reason=search%7Corganic,nowe
192,iPhone 14 256GB,1250.0,,Nadma,11-05-2026,https://www.olx.pl/d/oferta/iphone-14-256gb-CID99-ID1axnWI.html?search_reason=search%7Cpromoted,nowe
193,Iphone 14 Pro Max 512 GB,1950.0,,"Szczecin, Warszewo",12-05-2026,https://www.olx.pl/d/oferta/iphone-14-pro-max-512-gb-CID99-ID1abmDf.html?search_reason=search%7Cpromoted,nowe
194,JAK NOWY | IPHONE 14 PRO MAX 128GB | 2 lata gwarancji! | Różne kolory,1999.0,,Jastrzębie-Zdrój,10-05-2026,https://www.olx.pl/d/oferta/jak-nowy-iphone-14-pro-max-128gb-2-lata-gwarancji-rozne-kolory-CID99-ID12tr5C.html?search_reason=search%7Cpromoted,nowe
195,Iphone 14 256 gb kolor polnoc,1400.0,,Kunów,24-04-2026,https://www.olx.pl/d/oferta/iphone-14-256-gb-kolor-polnoc-CID99-ID1alZDh.html?search_reason=search%7Corganic,nowe
196,IPhone 14 92% stan idealny,1400.0,,"Warszawa, Ursynów",12-05-2026,https://www.olx.pl/d/oferta/iphone-14-92-stan-idealny-CID99-ID1aB0l5.html?search_reason=search%7Corganic,nowe
197,Iphone 14 128GB  stan idealny,1150.0,,Krośniewice,11-05-2026,https://www.olx.pl/d/oferta/iphone-14-128gb-stan-idealny-CID99-ID1aAngV.html?search_reason=search%7Corganic,nowe
198,Iphone 14 bialy 128gb,1100.0,,Ząbki,11-05-2026,https://www.olx.pl/d/oferta/iphone-14-bialy-128gb-CID99-ID16xdJl.html?search_reason=search%7Corganic,nowe
199,IPHONE 14 256GB | Gwarancja 2 lata | Bat: 100%,1599.0,,"Katowice, Śródmieście",05-05-2026,https://www.olx.pl/d/oferta/iphone-14-256gb-gwarancja-2-lata-bat-100-CID99-ID19QsTX.html?search_reason=search%7Corganic,nowe
200,iPhone 14 80% kondycji nieoryginalny wyswietlacz,700.0,,"Warszawa, Białołęka",12-05-2026,https://www.olx.pl/d/oferta/iphone-14-80-kondycji-nieoryginalny-wyswietlacz-CID99-ID1aBgwO.html?search_reason=search%7Corganic,nowe
201,iPhone 14 plus 256GB,1500.0,,"Warszawa, Bemowo",03-05-2026,https://www.olx.pl/d/oferta/iphone-14-plus-256gb-CID99-ID19Avp7.html?search_reason=search%7Corganic,nowe
202,Iphone 14 plus 128 nowy  midnight,2650.0,,Jasło,12-05-2026,https://www.olx.pl/d/oferta/iphone-14-plus-128-nowy-midnight-CID99-ID16PkfS.html?search_reason=search%7Corganic,nowe
203,Iphone 14 czerwony,1300.0,,"Łódź, Bałuty",11-05-2026,https://www.olx.pl/d/oferta/iphone-14-czerwony-CID99-ID19Gs2c.html?search_reason=search%7Corganic,nowe
204,Iphone 14 256gb 84% baterii,1350.0,,Płock,09-05-2026,https://www.olx.pl/d/oferta/iphone-14-256gb-84-baterii-CID99-ID1aza9G.html?search_reason=search%7Cpromoted,nowe
205,iPhone 14 128GB Midnight | 100% bateria | 100% SPRAWNY | Gwarancja + Faktura VAT-Marża,1350.0,,Lublin,26-04-2026,https://www.olx.pl/d/oferta/iphone-14-128gb-midnight-100-bateria-100-sprawny-gwarancja-faktura-vat-marza-CID99-ID1anylK.html?search_reason=search%7Cpromoted,nowe
206,Iphone 14 Pro Max 128Gb idealny,2100.0,,Wałbrzych,27-04-2026,https://www.olx.pl/d/oferta/iphone-14-pro-max-128gb-idealny-CID99-ID1aoMXD.html?search_reason=search%7Cpromoted,nowe
207,Sprzedam iPHONE 14,1000.0,,Wyszków,14-04-2026,https://www.olx.pl/d/oferta/sprzedam-iphone-14-CID99-ID1ad9Qf.html?search_reason=search%7Corganic,nowe
208,iPhone 14 Pro stan bardzo dobry,1400.0,,"Kraków, Łagiewniki-Borek Fałęcki",12-05-2026,https://www.olx.pl/d/oferta/iphone-14-pro-stan-bardzo-dobry-CID99-ID1aBuRu.html?search_reason=search%7Corganic,nowe
209,IPHONE 14 PRO MAX 128GB | Gwarancja 2 lata | Bat: 100%,1999.0,,"Łódź, Śródmieście",12-05-2026,https://www.olx.pl/d/oferta/iphone-14-pro-max-128gb-gwarancja-2-lata-bat-100-CID99-ID19DNmo.html?search_reason=search%7Corganic,nowe
210,iPhone 17 256GB Lavender /Lawenda/ PL Kraków ul. Krakowska 4 Sklep GSM,3489.0,,"Kraków, Stare Miasto",12-05-2026,https://www.olx.pl/d/oferta/iphone-17-256gb-lavender-lawenda-pl-krakow-ul-krakowska-4-sklep-gsm-CID99-ID18zAUf.html?search_reason=search%7Corganic,nowe
211,IPHONE 14 PLUS 256GB | Gwarancja 2 lata | Bat: 86%,1899.0,,"Łódź, Śródmieście",11-05-2026,https://www.olx.pl/d/oferta/iphone-14-plus-256gb-gwarancja-2-lata-bat-86-CID99-ID19Yrnk.html?search_reason=search%7Corganic,nowe
212,iPhone 14 Pro 128GB | Bateria 100% | Gwarancja 2 lata | Raty 0%,2149.0,,"Poznań, Stare Miasto",07-05-2026,https://www.olx.pl/d/oferta/iphone-14-pro-128gb-bateria-100-gwarancja-2-lata-raty-0-CID99-ID1895ec.html?search_reason=search%7Cpromoted,nowe
213,IPHONE 14 PRO MAX 128GB | 2 lata gwarancji! | BAT 84% | Raty 0%,1999.0,,"Kraków, Nowa Huta",29-04-2026,https://www.olx.pl/d/oferta/iphone-14-pro-max-128gb-2-lata-gwarancji-bat-84-raty-0-CID99-ID1aegPy.html?search_reason=search%7Cpromoted,nowe
214,iPhone 14 Pro 128 GB Space Black 83%,1600.0,,"Łódź, Bałuty",12-05-2026,https://www.olx.pl/d/oferta/iphone-14-pro-128-gb-space-black-83-CID99-ID1aBb02.html?search_reason=search%7Cpromoted,nowe
215,IPHONE 14 256GB | 2 lata gwarancji! | BAT 100%,1699.0,,"Katowice, Śródmieście",28-04-2026,https://www.olx.pl/d/oferta/iphone-14-256gb-2-lata-gwarancji-bat-100-CID99-ID1adcGy.html?search_reason=search%7Corganic,nowe
216,iPhone 17 512GB Blue Niebieski Kraków ul. Krakowska 4 Sklep GSM Mamy !!!,3999.0,,"Kraków, Stare Miasto",12-05-2026,https://www.olx.pl/d/oferta/iphone-17-512gb-blue-niebieski-krakow-ul-krakowska-4-sklep-gsm-mamy-CID99-ID17HnjE.html?search_reason=search%7Corganic,nowe
217,Iphone 14 pro 256 kondycja baterii 100%,2000.0,,"Wrocław, Fabryczna",12-05-2026,https://www.olx.pl/d/oferta/iphone-14-pro-256-kondycja-baterii-100-CID99-ID1a5LJ7.html?search_reason=search%7Corganic,nowe
218,iPhone 14 Pro 128 GB,1870.0,,Świnoujście,12-05-2026,https://www.olx.pl/d/oferta/iphone-14-pro-128-gb-CID99-ID16DzFz.html?search_reason=search%7Corganic,nowe
219,Telefon Iphone 14,1200.0,,Krzepice,08-05-2026,https://www.olx.pl/d/oferta/telefon-iphone-14-CID99-ID194K7T.html?search_reason=search%7Corganic,nowe
220,Opakowanie case na iPhone 14 Pro,,,"Białystok, Centrum",24-04-2026,https://www.olx.pl/d/oferta/opakowanie-case-na-iphone-14-pro-CID99-ID18qNVZ.html?search_reason=search%7Corganic,nowe
221,iPhone 14 Pro 256gb eSIM Fioletowy Bateria 100% iTop Lokal 32 Muranów,2149.0,,"Warszawa, Śródmieście",06-05-2026,https://www.olx.pl/d/oferta/iphone-14-pro-256gb-esim-fioletowy-bateria-100-itop-lokal-32-muranow-CID99-ID15C7p3.html?search_reason=search%7Cpromoted,nowe
222,Bateria do Apple iPhone z wymianą. Wymiana baterii w x xs max 11 12 13 14 15 16 17 pro mini plus - wszystkie modele,200.0,,"Szczecin, Centrum",30-04-2026,https://www.olx.pl/d/oferta/bateria-do-apple-iphone-z-wymiana-wymiana-baterii-w-x-xs-max-11-12-13-14-15-16-17-pro-mini-plus-wszystkie-modele-CID99-ID1ar7Ct.html?search_reason=search%7Cpromoted,nowe
223,Apple Iphone 14 128 GB Midnight w świetnym stanie,990.0,,"Poznań, Grunwald",10-05-2026,https://www.olx.pl/d/oferta/apple-iphone-14-128-gb-midnight-w-swietnym-stanie-CID99-ID1ayyUr.html?search_reason=search%7Cpromoted,nowe
224,iPhone 14 128 GB BATERIA 100% GWARANCJA 12 miesiecy !!!,1399.0,,"Warszawa, Wola",12-05-2026,https://www.olx.pl/d/oferta/iphone-14-128-gb-bateria-100-gwarancja-12-miesiecy-CID99-ID1apWRr.html?search_reason=search%7Corganic,nowe
225,Iphone 14 bateria 82%,900.0,,Zabłudów,11-05-2026,https://www.olx.pl/d/oferta/iphone-14-bateria-82-CID99-ID1aAyFP.html?search_reason=search%7Corganic,nowe
226,iPhone 14 Pro 256GB,1400.0,,"Warszawa, Śródmieście",12-05-2026,https://www.olx.pl/d/oferta/iphone-14-pro-256gb-CID99-ID1aB66R.html?search_reason=search%7Corganic,nowe
227,iPhone 17 Pro 256GB 3-kolory Kraków ul.krakowska 4 Sklep GSM Mamy !!,4899.0,,"Kraków, Stare Miasto",12-05-2026,https://www.olx.pl/d/oferta/iphone-17-pro-256gb-3-kolory-krakow-ul-krakowska-4-sklep-gsm-mamy-CID99-ID17AH88.html?search_reason=search%7Corganic,nowe
228,Iphone 14 128GB BLUE,1100.0,,Rozalin,12-05-2026,https://www.olx.pl/d/oferta/iphone-14-128gb-blue-CID99-ID18Pczd.html?search_reason=search%7Corganic,nowe
229,Tył iPhone XR i silikon,150.0,,Morzewo,19-04-2026,https://www.olx.pl/d/oferta/tyl-iphone-xr-i-silikon-CID99-ID19rIXM.html?search_reason=search%7Corganic,nowe
230,Iphone 14 pro max,2000.0,,Grodzisk Mazowiecki,11-05-2026,https://www.olx.pl/d/oferta/iphone-14-pro-max-CID99-ID1axxmV.html?search_reason=search%7Corganic,nowe
